"id","user_id","action","performed_on","action_date"
"307","1","OTHER","Media Uploaded: gc4pJHd.jpg","2024-01-25 20:28:03"
"308","1","ERROR","CODE: [HARMONY]- AT: /admin/dashboard.php?view=media&media=edit&action=edit&id=19","2024-01-25 20:30:24"
"309",NULL,"LOGIN","User admin","2024-01-26 08:13:33"
"310","1","OTHER","CREATEDIntern","2024-01-26 12:35:06"
"311","1","OTHER","CREATEDIntern","2024-01-26 12:39:44"
"312","1","DELETE","Job ID: 2 Job Name: Intern","2024-01-26 13:16:43"
"313","1","OTHER","CREATEDIntern","2024-01-26 13:18:09"
"314","1","DELETE","Job ID: 3 Job Name: Intern","2024-01-26 13:22:20"
"315","1","OTHER","CREATEDIntern","2024-01-26 13:30:03"
"316","1","OTHER","UPDATEDIntern","2024-01-26 16:57:51"
"317","1","CREATE","Report:  Jobs by Field - ID: 58 Date: 01/26/2024","2024-01-26 17:17:18"
"318","1","OTHER","UPDATEDIntern","2024-01-29 14:38:56"
"319","1","CREATE","Report:  Top Degree by School - ID: 59 Date: 01/29/2024","2024-01-29 20:29:39"
"320",NULL,"LOGIN","User admin","2024-01-31 19:50:50"
"321","1","CREATE","Report:  Top Degree by School - ID: 60 Date: 01/31/2024","2024-01-31 19:55:48"
"322","1","CREATE","Report:  Jobs by Field - ID: 61 Date: 01/31/2024","2024-01-31 20:16:29"
"323","1","CREATE","Report:  Jobs by Field - ID: 62 Date: 01/31/2024","2024-01-31 20:18:31"
"324","1","CREATE","Report:  Jobs by Field - ID: 63 Date: 01/31/2024","2024-01-31 20:28:31"
"325","1","CREATE","Report:  Major to Field Ratio by School - ID: 64 Date: 01/31/2024","2024-01-31 20:31:12"
"326","1","CREATE","Report:  Jobs by Field - ID: 65 Date: 02/01/2024","2024-02-01 17:03:39"
"327","1","MODIFY","The application name was changed to TalentFlow.","2024-02-02 15:33:46"
"328","1","CREATE","Report:  Contact Follow-Up Percentage - ID: 66 Date: 02/02/2024","2024-02-02 15:43:58"
"329",NULL,"OTHER","Lunar Gobson Added","2024-02-05 04:55:42"
"330",NULL,"EMAIL","Sent Lunar Gobson @ LunaGob92@gmail.com - Subject: Thank you Lunar, for registering! by SYSTEM","2024-02-05 04:55:42"
"331","1","CREATE","Report:  Contact Follow-Up Percentage - ID: 67 Date: 02/05/2024","2024-02-05 05:02:59"
"332","1","DELETE","Student ID: 11 Student Name: Lunar Gobson","2024-02-05 05:09:55"
"333",NULL,"OTHER","Patrick Barnhardt Added","2024-02-05 18:34:43"
"334",NULL,"EMAIL","Sent Patrick Barnhardt @ contact@patrickbarnhardt.info - Subject: Thank you Patrick, for registering! by SYSTEM","2024-02-05 18:34:43"
"335",NULL,"OTHER","Patrick Barnhardt Added","2024-02-05 18:36:03"
"336",NULL,"EMAIL","Sent Patrick Barnhardt @ thecrimsonstrife@gmail.com - Subject: Thank you Patrick, for registering! by SYSTEM","2024-02-05 18:36:03"
"337",NULL,"OTHER","Patrick Barnhardt Added","2024-02-05 19:23:26"
"338",NULL,"EMAIL","Sent Patrick Barnhardt @ thecrimsonstrife@gmail.com - Subject: Thank you Patrick, for registering! by SYSTEM","2024-02-05 19:23:26"
"339",NULL,"LOGIN","User admin","2024-02-06 16:13:35"
"340","1","DELETE","Student ID: 11 Student Name: Patrick Barnhardt","2024-02-06 16:13:52"
"341",NULL,"LOGIN","User admin","2024-02-07 18:14:27"
"342","1","MODIFY","The application name was changed to .","2024-02-08 20:21:45"
"343","1","OTHER","Media Uploaded: TalentFlow-Logo.png","2024-02-08 20:32:52"
"344","1","MODIFY","The application name was changed to TalentFlow.","2024-02-08 20:50:40"
"345","1","MODIFY","The contact email was changed to contact@talentflow.email.","2024-02-08 20:50:40"
"346","1","OTHER","Media Uploaded: company-logo.png","2024-02-09 14:57:25"
"347","1","OTHER","Media Uploaded: company-logo.svg","2024-02-09 14:57:49"
"348","1","OTHER","Media Uploaded: TalentFlow-Logo.svg","2024-02-09 15:00:28"
"349","1","MODIFY","The company name was changed to Pipe and Foundry Company.","2024-02-09 17:01:37"
"350","1","MODIFY","The company address was changed to 1234 Main St.","2024-02-09 17:01:37"
"351","1","MODIFY","The company city was changed to Anyplace.","2024-02-09 17:01:37"
"352","1","MODIFY","The company state was changed to NC.","2024-02-09 17:01:37"
"353","1","MODIFY","The company zip was changed to 123456.","2024-02-09 17:01:37"
"354","1","MODIFY","The company phone was changed to 123-456-1234.","2024-02-09 17:01:37"
"355","1","MODIFY","The company name was changed to .","2024-02-09 17:21:00"
"356","1","MODIFY","The company address was changed to .","2024-02-09 17:21:00"
"357","1","MODIFY","The company city was changed to .","2024-02-09 17:21:00"
"358","1","MODIFY","The company zip was changed to .","2024-02-09 17:21:00"
"359","1","MODIFY","The company phone was changed to .","2024-02-09 17:21:00"
"360","1","MODIFY","The company name was changed to Pipe and Foundry Company.","2024-02-09 17:28:47"
"361","1","MODIFY","The company address was changed to 1234 Main St.","2024-02-09 17:28:47"
"362","1","MODIFY","The company city was changed to Anyplace.","2024-02-09 17:28:47"
"363","1","MODIFY","The company zip was changed to 123456.","2024-02-09 17:28:47"
"364","1","MODIFY","The company phone was changed to 123-456-1234.","2024-02-09 17:28:47"
"365","1","MODIFY","The application logo was changed.","2024-02-09 17:32:59"
"366","1","MODIFY","The application logo was changed.","2024-02-09 17:33:48"
"367","1","MODIFY","The company logo was changed.","2024-02-09 17:33:48"
"368","1","MODIFY","The privacy policy was changed.","2024-02-09 18:57:38"
"369","1","MODIFY","The company URL was changed to https://www.pipecompany.example.","2024-02-09 19:02:44"
"370",NULL,"LOGIN","User admin","2024-02-15 16:40:18"
"371","1","MODIFY","User: admin updated by User: 1","2024-02-15 19:09:57"
"372","1","MODIFY","User: admin updated by User: 1","2024-02-15 19:09:57"
"373","1","ERROR","CODE: [LYNX]- AT: /admin/dashboard.php?view=users&user=single&id=2","2024-02-15 19:38:44"
"374","1","ERROR","CODE: [LYNX]- AT: /admin/dashboard.php?view=users&user=single&id=2","2024-02-15 19:43:15"
"375","1","ERROR","CODE: [LYNX]- AT: /admin/dashboard.php?view=users&user=single&id=2","2024-02-15 19:43:56"
"376","1","ERROR","CODE: [LYNX]- AT: /admin/dashboard.php?view=users&user=single&id=2","2024-02-15 19:44:46"
"377","1","ERROR","CODE: [LYNX]- AT: /admin/dashboard.php?view=users&user=single&id=2","2024-02-15 19:46:47"
"378","1","ERROR","CODE: [LYNX]- AT: /admin/dashboard.php?view=users&user=single&id=2","2024-02-15 19:47:52"
"379","1","ERROR","CODE: [LYNX]- AT: /admin/dashboard.php?view=users&user=single&id=2","2024-02-15 19:49:09"
"380","1","ERROR","CODE: [LYNX]- AT: /admin/dashboard.php?view=users&user=single&id=1","2024-02-15 19:49:58"
"381","1","ERROR","CODE: [LYNX]- AT: /admin/dashboard.php?view=users&user=single&id=2","2024-02-15 19:58:06"
"382","1","ERROR","CODE: [LYNX]- AT: /admin/dashboard.php?view=users&user=single&id=2","2024-02-15 19:59:23"
"383","1","ERROR","CODE: [LYNX]- AT: /admin/dashboard.php?view=users&user=single&id=2","2024-02-15 20:00:03"
"384","1","ERROR","CODE: [LYNX]- AT: /admin/dashboard.php?view=users&user=single&id=2","2024-02-15 20:01:11"
"385","1","ERROR","CODE: [LYNX]- AT: /admin/dashboard.php?view=users&user=single&id=2","2024-02-15 20:03:41"
"386","1","MODIFY","The hotjar site ID was changed to 3867800.","2024-02-16 16:11:24"
"387","1","MODIFY","The hotjar version was changed to 6.","2024-02-16 16:11:24"
"388","1","MODIFY","The hotjar site ID was changed to 3867800.","2024-02-16 20:04:38"
"389","1","MODIFY","The hotjar version was changed to 6.","2024-02-16 20:04:38"
"390","1","MODIFY","The hotjar site ID was changed to 3867800.","2024-02-16 20:05:58"
"391","1","MODIFY","The hotjar version was changed to 6.","2024-02-16 20:05:58"
"392","1","MODIFY","The hotjar enabled status was changed to1.","2024-02-16 20:19:45"
"393","1","MODIFY","The hotjar enabled status was changed to1.","2024-02-16 20:20:15"
"394",NULL,"LOGIN","User admin","2024-02-19 15:06:45"
"id","name","created_by","updated_by","created_at","updated_at"
"1","IT","1","1","2023-10-18 13:11:07","2023-10-18 13:11:07"
"2","Programming","1","1","2023-10-18 13:11:07","2023-10-18 13:11:07"
"3","Analytics","1","1","2023-10-18 13:11:07","2023-10-18 13:11:07"
"4","Cybersecurity","1","1","2023-10-18 13:11:07","2023-10-18 13:11:07"
"5","Finance","1","1","2023-10-18 13:11:07","2023-10-18 13:11:07"
"6","Supply Chain","1","1","2023-10-18 13:11:07","2023-10-18 13:11:07"
"7","Sales","1","1","2023-12-12 18:44:32","2023-12-12 18:44:32"
"id","student","auto","sender","send_date","subject","message"
"2","5","1",NULL,"2023-12-15 20:02:37","Thank you Sam, for registering!","Thank you for registering for the College Recruitment Program. We will be in touch with you soon."
"5","6","1",NULL,"2024-01-16 15:34:21","Thank you Emily, for registering!","Thank you for registering for the College Recruitment Program. We will be in touch with you soon."
"6","7","1",NULL,"2024-01-16 15:39:12","Thank you Alex, for registering!","Thank you for registering for the College Recruitment Program. We will be in touch with you soon."
"7","8","1",NULL,"2024-01-16 15:42:21","Thank you Olivia, for registering!","Thank you for registering for the College Recruitment Program. We will be in touch with you soon."
"8","9","1",NULL,"2024-01-16 15:47:01","Thank you Sophia, for registering!","Thank you for registering for the College Recruitment Program. We will be in touch with you soon."
"9","10","1",NULL,"2024-01-16 15:48:33","Thank you Michael, for registering!","Thank you for registering for the College Recruitment Program. We will be in touch with you soon."
"11","5","0","1","2024-01-17 16:28:43","test","this is a test"
"12","10","0","1","2024-01-17 16:30:15","test","test message"
"13","5","0","1","2024-01-17 16:35:09","test1","tgeaeta"
"14","6","0","1","2024-01-17 16:36:13","gaelhJf","gaefafe"
"15","5","0","1","2024-01-17 16:45:19","tests","testeste"
"16","5","0","1","2024-01-17 16:47:28","tests","testeste"
"17","5","0","1","2024-01-17 16:47:37","test","test"
"18","5","0","1","2024-01-17 16:52:02","test","test"
"19","5","0","1","2024-01-17 16:52:50","test","fawdadwa"
"20","10","0","1","2024-01-17 16:53:35","any of the R710 left?","test"
"22","10","0","1","2024-01-17 18:17:55","any of the R710 left?","test"
"23",NULL,"1",NULL,"2024-02-05 18:34:43","Thank you Patrick, for registering!","Thank you for registering for the College Recruitment Program. We will be in touch with you soon."
"24",NULL,"1",NULL,"2024-02-05 18:36:03","Thank you Patrick, for registering!","Thank you for registering for the College Recruitment Program. We will be in touch with you soon."
"id","name","created_at","updated_at","created_by","updated_by"
"1","AA - Associate of Arts","2023-10-18 13:01:38","2023-10-18 13:01:38","1","1"
"2","AAA - Associate of Applied Arts","2023-10-18 13:01:38","2023-10-18 13:01:38","1","1"
"3","AS - Associate of Science","2023-10-18 13:02:06","2023-10-18 13:02:06","1","1"
"4","AAS - Associate of Applied Science","2023-10-18 13:02:28","2023-10-18 13:02:28","1","1"
"5","BA - Bachelor of Arts","2023-10-18 13:03:22","2023-10-18 13:03:22","1","1"
"6","BAA - Bachelor of Applied Arts","2023-10-18 13:03:54","2023-10-18 13:03:54","1","1"
"7","BScIT - Bachelor of Science in Information Technology","2023-10-18 13:05:14","2023-12-12 14:40:49","1","1"
"8","MA - Master of Arts","2023-10-18 13:06:00","2023-10-18 13:06:00","1","1"
"9","MS - Master of Science","2023-10-18 13:06:40","2023-10-18 13:06:40","1","1"
"11","BS - Bachelor of Science","2023-12-15 16:14:29","2023-12-15 16:14:29","1","1"
"id","name","event_date","created_at","updated_at","updated_by","created_by","location"
"1","WGU Job Faire","2024-03-15","2023-10-19 14:04:31","2024-01-15 15:39:02","1","1","1"
"2","UNCC Charlotte","2024-02-29","2023-10-24 13:49:33","2024-01-05 10:21:13","1","1","2"
"3","Stanly Community Outreach","2024-02-15","2023-11-02 13:36:01","2024-01-05 10:20:47","1","1","3"
"4","NC State Recruitement","2024-06-16","2024-01-16 15:19:38","2024-01-16 15:19:38","1","1","15"
"5","Wake Forest Trip","2024-01-31","2024-01-16 15:21:09","2024-01-16 15:21:09","1","1","16"
"6","Berkeley Recruitment","2024-02-28","2024-01-16 15:22:08","2024-01-16 15:22:08","1","1","9"
"7","Winston Salem Trip","2024-03-13","2024-01-16 15:23:14","2024-01-16 15:23:14","1","1","16"
"8","Duke Recruitment","2024-04-18","2024-01-16 15:23:53","2024-01-16 15:23:53","1","1","13"
"9","UNC Recruitment","2024-05-15","2024-01-16 15:24:20","2024-01-16 15:24:20","1","1","14"
"10","RCCC - Community Recruitment Event","2024-08-21","2024-01-16 15:25:21","2024-01-16 10:30:18","1","1","4"
"id","event_id","event_logo","event_banner"
"2","1","20","19"
"3","2","20","19"
"4","5","20","19"
"id","event_id","slug"
"1","1","wgu-job-faire"
"2","2","uncc-charlotte"
"6","3","stanly-community-outreach"
"7","4","nc-state-recruitement"
"8","5","wake-forest-trip"
"9","6","berkeley-recruitment"
"10","7","winston-salem-trip"
"11","8","duke-recruitment"
"12","9","unc-recruitment"
"13","10","rccc---community-recruitm"
"id","name","description","summary","type","field","education","skills","created_at","updated_at","created_by","updated_by"
"4","Intern","<p><strong>[Intro paragraph] </strong>The best job descriptions provide 2-3 sentences that will introduce the prospective interns to your company culture and working environment. This is where you can sell your opening to job seekers and set yourself apart from competing job listings.</p><p><strong>Intern Job Responsibilities:</strong></p><ul><li>Understands the overall concept of the company, including the brand, customer, product goals, and all other aspects of service.</li><li>Rotates through our divisions of responsibility and provides ideas to grow and improve the business.</li><li>Accepts designated, business-focus projects to research, propose ideas and solutions, and present final project during the internship.</li><li>Engages with customers or clients and provides service and/or sales.</li><li>Provide suggestions to management for improving customer service and internal processes.</li><li>Learns and becomes proficient on internal software systems.</li><li>Assists in creating performance reports.</li></ul><p><strong>[Work Hours &amp; Benefits]</strong> It’s always a good idea to highlight the <strong>working hours and benefits </strong>specific to your business. Potential interns want to learn things like team size, mentor-to-intern ratios, and weekly hour requirements. You can also highlight any of the benefits that set you apart, like contact with upper management or school credits.</p>","The best job descriptions provide 2-3 sentences that will introduce the prospective interns to your company culture and working environment. This is where you can sell your opening to job seekers.","INTERN","2","4","[""Communication"", ""Problem solving skills"", ""Analysis"", ""Adaptability"", ""Computer skills"", ""Initiative"", ""Critical thinking"", ""Time management"", ""Collaboration"", ""Planning and prioritizing"", ""Teamwork"", ""Work ethic"", ""Customer service"", ""Interpersonal"", ""Networking"", ""Passionate"", ""Punctuality"", ""Scripting""]","2024-01-29 09:38:56","2024-01-29 14:38:56","1","1"
"5","Intern","<p><strong>[Intro paragraph] </strong>The best job descriptions provide 2-3 sentences that will introduce the prospective interns to your company culture and working environment. This is where you can sell your opening to job seekers and set yourself apart from competing job listings.</p><p><strong>Intern Job Responsibilities:</strong></p><ul><li>Understands the overall concept of the company, including the brand, customer, product goals, and all other aspects of service.</li><li>Rotates through our divisions of responsibility and provides ideas to grow and improve the business.</li><li>Accepts designated, business-focus projects to research, propose ideas and solutions, and present final project during the internship.</li><li>Engages with customers or clients and provides service and/or sales.</li><li>Provide suggestions to management for improving customer service and internal processes.</li><li>Learns and becomes proficient on internal software systems.</li><li>Assists in creating performance reports.</li></ul><p><strong>[Work Hours &amp; Benefits]</strong> It’s always a good idea to highlight the <strong>working hours and benefits </strong>specific to your business. Potential interns want to learn things like team size, mentor-to-intern ratios, and weekly hour requirements. You can also highlight any of the benefits that set you apart, like contact with upper management or school credits.</p>","The best job descriptions provide 2-3 sentences that will introduce the prospective interns to your company culture and working environment. This is where you can sell your opening to job seekers.","INTERN","4","11","[""Communication"", ""Problem solving skills"", ""Adaptability"", ""Computer skills"", ""Initiative"", ""Critical thinking"", ""Time management"", ""Collaboration"", ""Planning and prioritizing"", ""Teamwork"", ""Work ethic"", ""Customer service"", ""Passionate"", ""Punctuality""]","2024-01-29 09:38:56","2024-01-29 14:38:56","1","1"
"id","name","created_at","updated_at","created_by","updated_by"
"1","Software Development","2023-10-18 13:07:54","2023-10-18 13:07:54","1","1"
"2","Business Administration","2023-10-18 13:08:11","2023-10-18 13:08:11","1","1"
"3","Accounting","2023-10-18 13:08:27","2023-10-18 13:08:27","1","1"
"6","Computer Science","2023-12-12 17:39:15","2023-12-12 17:39:15","1","1"
"7","Marketing","2023-12-12 19:57:25","2023-12-12 19:57:25",NULL,NULL
"8","Electrical Engineering","2024-01-16 15:39:12","2024-01-16 15:39:12",NULL,NULL
"9","Psychology","2024-01-16 15:42:21","2024-01-16 15:42:21",NULL,NULL
"10","Economics","2024-01-16 15:47:01","2024-01-16 15:47:01",NULL,NULL
"id","filename","filetype","filesize","created_at","created_by","updated_at","updated_by"
"19","placeholderbanner_1920x400.png","png","29410","2024-01-24 18:20:09","1","2024-01-24 13:50:58","1"
"20","placeholderlogo_200x200.png","png","2835","2024-01-24 20:31:24","1","2024-01-24 15:31:41","1"
"21","TalentFlow-Logo.png","png","19205","2024-02-08 20:32:52","1","2024-02-08 20:32:52","1"
"22","company-logo.png","png","13833","2024-02-09 14:57:25","1","2024-02-09 14:57:25","1"
"23","company-logo.svg","svg","3769","2024-02-09 14:57:49","1","2024-02-09 14:57:49","1"
"24","TalentFlow-Logo.svg","svg","2230","2024-02-09 15:00:28","1","2024-02-09 15:00:28","1"
"id","name"
"40","CAN EXPORT"
"54","CONTACT STUDENT"
"29","CREATE DEGREE"
"9","CREATE EVENT"
"5","CREATE JOB"
"25","CREATE MAJOR"
"60","CREATE MEDIA"
"33","CREATE REPORT"
"17","CREATE ROLE"
"13","CREATE SCHOOL"
"21","CREATE SUBJECT"
"1","CREATE USER"
"30","DELETE DEGREE"
"10","DELETE EVENT"
"6","DELETE JOB"
"26","DELETE MAJOR"
"62","DELETE MEDIA"
"34","DELETE REPORT"
"18","DELETE ROLE"
"14","DELETE SCHOOL"
"50","DELETE STUDENT"
"22","DELETE SUBJECT"
"3","DELETE USER"
"51","EXPORT ACTIVITY"
"52","EXPORT CONTACT"
"45","EXPORT DEGREE"
"47","EXPORT EVENT"
"43","EXPORT JOB"
"46","EXPORT MAJOR"
"53","EXPORT REPORT"
"42","EXPORT SCHOOL"
"41","EXPORT STUDENT"
"44","EXPORT SUBJECT"
"48","EXPORT USER"
"55","IS ADMIN"
"56","IS SUPERADMIN"
"57","READ ACTIVITY"
"58","READ CONTACT"
"31","READ DEGREE"
"11","READ EVENT"
"7","READ JOB"
"27","READ MAJOR"
"59","READ MEDIA"
"35","READ REPORT"
"19","READ ROLE"
"15","READ SCHOOL"
"38","READ SETTINGS"
"49","READ STUDENT"
"23","READ SUBJECT"
"4","READ USER"
"32","UPDATE DEGREE"
"12","UPDATE EVENT"
"8","UPDATE JOB"
"28","UPDATE MAJOR"
"61","UPDATE MEDIA"
"36","UPDATE REPORT"
"20","UPDATE ROLE"
"16","UPDATE SCHOOL"
"39","UPDATE SETTINGS"
"24","UPDATE SUBJECT"
"2","UPDATE USER"
"37","VIEW DASHBOARD"
"id","report_type","data","created_by","created_at","updated_by","updated_at"
"1","Top Degree by School","[{""major"": ""Accounting"", ""degree"": ""AA - Associate of Arts"", ""school"": ""Rowan-Cabarrus Community College - RCCC"", ""student_count"": 2}, {""major"": ""Software Development"", ""degree"": ""BScIT - Bachelor of Science in Information Technology"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Business Administration"", ""degree"": ""BA - Bachelor of Arts"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""AAS - Associate of Applied Science"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1}]","1","2023-12-19 19:36:04","1","2023-12-19 19:36:04"
"2","Top Degree by School","[{""major"": ""Accounting"", ""degree"": ""AA - Associate of Arts"", ""school"": ""Rowan-Cabarrus Community College - RCCC"", ""student_count"": 2}, {""major"": ""Software Development"", ""degree"": ""BScIT - Bachelor of Science in Information Technology"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Business Administration"", ""degree"": ""BA - Bachelor of Arts"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""AAS - Associate of Applied Science"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1}]","1","2023-12-19 19:41:49","1","2023-12-19 19:41:49"
"4","Top Field by School","[{""school"": ""Rowan-Cabarrus Community College - RCCC"", ""student_count"": 2, ""field_of_study"": ""Finance""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Programming""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Supply Chain""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""IT""}, {""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1, ""field_of_study"": ""IT""}]","1","2023-12-20 15:27:05","1","2023-12-20 15:27:05"
"5","Top Degree by School","[{""major"": ""Accounting"", ""degree"": ""AA - Associate of Arts"", ""school"": ""Rowan-Cabarrus Community College - RCCC"", ""student_count"": 2}, {""major"": ""Software Development"", ""degree"": ""BScIT - Bachelor of Science in Information Technology"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Business Administration"", ""degree"": ""BA - Bachelor of Arts"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""AAS - Associate of Applied Science"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1}]","1","2023-12-20 15:27:37","1","2023-12-20 15:27:37"
"6","Major to Field Ratio by School","[{""ratio"": 1, ""school"": ""Western Governor&#039;s University - WGU""}, {""ratio"": 1, ""school"": ""University of North Carolina at Charlotte - UNCC""}, {""ratio"": 1, ""school"": ""Rowan-Cabarrus Community College - RCCC""}]","1","2023-12-20 16:50:45","1","2023-12-20 16:50:45"
"7","Major to Field Ratio by School","[{""ratio"": 1, ""school"": ""Western Governor&#039;s University - WGU""}, {""ratio"": 1, ""school"": ""University of North Carolina at Charlotte - UNCC""}, {""ratio"": 1, ""school"": ""Rowan-Cabarrus Community College - RCCC""}]","1","2023-12-20 16:52:58","1","2023-12-20 16:52:58"
"8","Major to Field Ratio by School","[{""ratio"": 1, ""school"": ""Western Governor&#039;s University - WGU""}, {""ratio"": 1, ""school"": ""University of North Carolina at Charlotte - UNCC""}, {""ratio"": 1, ""school"": ""Rowan-Cabarrus Community College - RCCC""}]","1","2023-12-20 16:53:39","1","2023-12-20 16:53:39"
"9","Major to Field Ratio by School","[{""ratio"": 1, ""school"": ""Western Governor&#039;s University - WGU""}, {""ratio"": 1, ""school"": ""University of North Carolina at Charlotte - UNCC""}, {""ratio"": 1, ""school"": ""Rowan-Cabarrus Community College - RCCC""}]","1","2023-12-20 16:55:45","1","2023-12-20 16:55:45"
"11","Major to Field Ratio by School","[{""ratio"": 1, ""school"": ""Western Governor&#039;s University - WGU""}, {""ratio"": 1, ""school"": ""University of North Carolina at Charlotte - UNCC""}, {""ratio"": 1, ""school"": ""Rowan-Cabarrus Community College - RCCC""}]","1","2023-12-20 17:00:32","1","2023-12-20 17:00:32"
"13","Major to Field Ratio by School","[{""field"": ""Programming"", ""major"": ""Software Development"", ""ratio"": 0.33, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""Supply Chain"", ""major"": ""Business Administration"", ""ratio"": 0.33, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 0.33, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 1, ""school"": ""University of North Carolina at Charlotte - UNCC""}, {""field"": ""Finance"", ""major"": ""Accounting"", ""ratio"": 1, ""school"": ""Rowan-Cabarrus Community College - RCCC""}]","1","2023-12-20 18:28:25","1","2023-12-20 18:28:25"
"14","Jobs by Field","[{""jobs"": [""Lorem Ipsum 2"", ""Job""], ""job_count"": 2, ""job_field_id"": 4, ""job_field_name"": ""Cybersecurity""}, {""jobs"": [""Packaging Operator"", ""lorem""], ""job_count"": 2, ""job_field_id"": 6, ""job_field_name"": ""Supply Chain""}, {""jobs"": [""Helpdesk""], ""job_count"": 1, ""job_field_id"": 1, ""job_field_name"": ""IT""}, {""jobs"": [""Business Analyst""], ""job_count"": 1, ""job_field_id"": 3, ""job_field_name"": ""Analytics""}, {""jobs"": [""Lorem Ipsum""], ""job_count"": 1, ""job_field_id"": 5, ""job_field_name"": ""Finance""}]","1","2023-12-21 14:39:02","1","2023-12-21 14:39:02"
"15","Jobs by Field","[{""jobs"": [""Lorem Ipsum 2"", ""Job""], ""job_count"": 2, ""job_field_name"": ""Cybersecurity""}, {""jobs"": [""Packaging Operator"", ""lorem""], ""job_count"": 2, ""job_field_name"": ""Supply Chain""}, {""jobs"": [""Helpdesk""], ""job_count"": 1, ""job_field_name"": ""IT""}, {""jobs"": [""Business Analyst""], ""job_count"": 1, ""job_field_name"": ""Analytics""}, {""jobs"": [""Lorem Ipsum""], ""job_count"": 1, ""job_field_name"": ""Finance""}]","1","2023-12-21 14:40:04","1","2023-12-21 14:40:04"
"16","Jobs by Field","[{""jobs"": ""[\""Lorem Ipsum 2\"",\""Job\""]"", ""job_count"": 2, ""job_field_name"": ""Cybersecurity""}, {""jobs"": ""[\""Packaging Operator\"",\""lorem\""]"", ""job_count"": 2, ""job_field_name"": ""Supply Chain""}, {""jobs"": ""[\""Helpdesk\""]"", ""job_count"": 1, ""job_field_name"": ""IT""}, {""jobs"": ""[\""Business Analyst\""]"", ""job_count"": 1, ""job_field_name"": ""Analytics""}, {""jobs"": ""[\""Lorem Ipsum\""]"", ""job_count"": 1, ""job_field_name"": ""Finance""}]","1","2023-12-21 14:40:46","1","2023-12-21 14:40:46"
"17","Jobs by Field","{""IT"": {""jobs"": ""[\""Helpdesk\""]"", ""job_count"": 1, ""job_field_name"": ""IT""}, ""Finance"": {""jobs"": ""[\""Lorem Ipsum\""]"", ""job_count"": 1, ""job_field_name"": ""Finance""}, ""Analytics"": {""jobs"": ""[\""Business Analyst\""]"", ""job_count"": 1, ""job_field_name"": ""Analytics""}, ""Supply Chain"": {""jobs"": ""[\""Packaging Operator\"",\""lorem\""]"", ""job_count"": 2, ""job_field_name"": ""Supply Chain""}, ""Cybersecurity"": {""jobs"": ""[\""Lorem Ipsum 2\"",\""Job\""]"", ""job_count"": 2, ""job_field_name"": ""Cybersecurity""}}","1","2023-12-21 14:42:15","1","2023-12-21 14:42:15"
"19","Jobs by Field","[{""jobs"": ""[\""Helpdesk\""]"", ""job_count"": 1, ""job_field_name"": ""IT""}, {""jobs"": ""[\""Business Analyst\""]"", ""job_count"": 1, ""job_field_name"": ""Analytics""}, {""jobs"": ""[\""Lorem Ipsum 2\"",\""Job\""]"", ""job_count"": 2, ""job_field_name"": ""Cybersecurity""}, {""jobs"": ""[\""Lorem Ipsum\""]"", ""job_count"": 1, ""job_field_name"": ""Finance""}, {""jobs"": ""[\""Packaging Operator\"",\""lorem\""]"", ""job_count"": 2, ""job_field_name"": ""Supply Chain""}]","1","2023-12-21 14:42:48","1","2023-12-21 14:42:48"
